"TransactionID","Transaction_Date","Price","Total_Price","Discount_Price","Quantity","CustomerID","ProductID","PMID","VoucherID","Voucher_status","Discount"
1005802,2021-06-28,584850,584850,0,1,12519,"GGOEAAAJ032435","PM04","ELEC30","Clicked",""
1005803,2021-10-13,584850,584850,0,1,12520,"GGOEAAAJ032435","PM04","ELEC30","Not Used",""
1005804,2021-03-09,584850,584850,0,1,12521,"GGOEAAAJ032435","PM03","ELEC30","Not Used",""
1006944,2021-05-06,374850,2024190,37485,6,12522,"GGOEAAAJ032445","PM02","ELEC10","Used","10%"
1006945,2021-02-24,374850,674730,37485,2,12523,"GGOEAAAJ032445","PM02","ELEC10","Used","10%"
1006946,2021-04-01,374850,337365,37485,1,12524,"GGOEAAAJ032445","PM03","ELEC10","Used","10%"
1007586,2021-03-14,374850,337365,37485,1,12525,"GGOEAAAJ032445","PM02","ELEC10","Used","10%"
1008177,2021-03-05,374850,337365,37485,1,12526,"GGOEAAAJ032445","PM01","ELEC10","Used","10%"
1008178,2021-03-20,239850,2638350,0,11,12527,"GGOEWEBB082299","PM03","ELEC10","Not Used",""
1008179,2021-10-17,239850,239850,0,1,12528,"GGOEWEBB082299","PM01","ELEC10","Clicked",""
1008180,2021-11-10,239850,239850,0,1,12529,"GGOEWEBB082299","PM01","ELEC10","Clicked",""
1008181,2021-06-21,239850,239850,0,1,12530,"GGOEWEBB082299","PM03","ELEC10","Not Used",""
1008182,2021-12-10,239850,719550,0,3,12531,"GGOEWEBB082299","PM03","ELEC10","Not Used",""
1008183,2021-11-11,239850,239850,0,1,12532,"GGOEWEBB082299","PM01","ELEC10","Clicked",""
1000219,2021-06-16,299250,299250,0,1,14606,"GGOEYDHJ056049","PM01","ELEC10","Not Used",""
1000220,2021-09-21,299250,897750,0,3,14607,"GGOEYDHJ056049","PM01","ELEC10","Not Used",""
1000221,2021-10-23,299250,299250,0,1,14608,"GGOEYDHJ056049","PM02","ELEC10","Clicked",""
1000222,2021-04-11,825000,825000,0,1,14609,"GGOEYDHJ056059","PM04","ELEC10","Not Used",""
1000223,2021-08-17,825000,825000,0,1,14610,"GGOEYDHJ056059","PM04","ELEC10","Clicked",""
1000224,2021-08-07,825000,5775000,0,7,14611,"GGOEYDHJ056059","PM01","ELEC10","Not Used",""
1000225,2021-11-19,825000,825000,0,1,14612,"GGOEYDHJ056059","PM01","ELEC10","Clicked",""
1000227,2021-09-30,374850,1874250,0,5,14614,"GGOEAAAJ032455","PM02","OFF20","Clicked",""
1000327,2021-04-11,254850,242107.5,12742.5,1,14714,"GGOEAFKQ020599","PM02","ELEC05","Used","5%"
1000328,2021-09-28,128100,1537200,0,12,14715,"GGOEAFKQ020499","PM03","BT10","Not Used",""
1000329,2021-02-14,179850,179850,0,1,14716,"GGOEAFKQ020399","PM03","ELEC10","Clicked",""
1000330,2021-04-07,97350,97350,0,1,14717,"GGOEAFKQ020299","PM03","ELEC30","Not Used",""
1000331,2021-09-09,134850,134850,0,1,14718,"GGOEAFKQ020199","PM04","ELEC30","Not Used",""
1000332,2021-11-10,134850,269700,0,2,14719,"GGOEAFKQ020199","PM02","ELEC30","Clicked",""
1000333,2021-06-13,134850,134850,0,1,14720,"GGOEAFKQ020199","PM01","ELEC30","Clicked",""
1000334,2021-06-12,134850,134850,0,1,14721,"GGOEAFKQ020199","PM03","ELEC30","Not Used",""
1000335,2021-02-12,134850,134850,0,1,14722,"GGOEAFKQ020199","PM04","ELEC30","Not Used",""
1000336,2021-01-28,134850,134850,0,1,14723,"GGOEAFKQ020199","PM04","ELEC30","Clicked",""
1000337,2021-10-24,134850,539400,0,4,14724,"GGOEAFKQ020199","PM01","ELEC30","Clicked",""
1000338,2021-10-05,134850,134850,0,1,14725,"GGOEAFKQ020199","PM03","ELEC30","Not Used",""
1000339,2021-06-26,97350,97350,0,1,14726,"GGOEAFKQ020299","PM04","ELEC30","Not Used",""
1000340,2021-05-21,97350,97350,0,1,14727,"GGOEAFKQ020299","PM03","ELEC30","Clicked",""
1000341,2021-10-17,97350,97350,0,1,14728,"GGOEAFKQ020299","PM03","ELEC30","Clicked",""
1000342,2021-09-28,97350,194700,0,2,14729,"GGOEAFKQ020299","PM01","ELEC30","Not Used",""
1000343,2021-07-29,97350,194700,0,2,14730,"GGOEAFKQ020299","PM02","ELEC30","Not Used",""
1000344,2021-06-18,97350,97350,0,1,14731,"GGOEAFKQ020299","PM03","ELEC30","Clicked",""
1000345,2021-11-04,97350,97350,0,1,14732,"GGOEAFKQ020299","PM01","ELEC30","Not Used",""
1000354,2021-08-04,97350,486750,0,5,15601,"GGOEAFKQ020299","PM01","ELEC30","Clicked",""
1000355,2021-04-07,97350,97350,0,1,15602,"GGOEAFKQ020299","PM03","ELEC30","Clicked",""
1000356,2021-09-24,97350,97350,0,1,15603,"GGOEAFKQ020299","PM02","ELEC30","Not Used",""
1000357,2021-09-30,97350,97350,0,1,15604,"GGOEAFKQ020299","PM04","ELEC30","Not Used",""
1000358,2021-04-25,97350,389400,0,4,15605,"GGOEAFKQ020299","PM02","ELEC30","Not Used",""
1000359,2021-01-16,97350,97350,0,1,15606,"GGOEAFKQ020299","PM01","ELEC30","Clicked",""
1000360,2021-07-03,97350,778800,0,8,15607,"GGOEAFKQ020299","PM01","ELEC30","Clicked",""
1000361,2021-12-20,97350,97350,0,1,15608,"GGOEAFKQ020299","PM01","ELEC30","Clicked",""
1000362,2021-06-13,97350,97350,0,1,15609,"GGOEAFKQ020299","PM04","ELEC30","Not Used",""
1000363,2021-06-18,179850,179850,0,1,15610,"GGOEAFKQ020399","PM03","ELEC10","Clicked",""
1000364,2021-04-21,179850,359700,0,2,15611,"GGOEAFKQ020399","PM03","ELEC10","Not Used",""
1000365,2021-10-07,179850,179850,0,1,15612,"GGOEAFKQ020399","PM04","ELEC10","Clicked",""
1000366,2021-08-13,179850,179850,0,1,15613,"GGOEAFKQ020399","PM02","ELEC10","Not Used",""
1000367,2021-04-19,179850,179850,0,1,15614,"GGOEAFKQ020399","PM04","ELEC10","Not Used",""
1000368,2021-03-17,179850,179850,0,1,15615,"GGOEAFKQ020399","PM01","ELEC10","Clicked",""
1000369,2021-08-24,179850,719400,0,4,15616,"GGOEAFKQ020399","PM03","ELEC10","Clicked",""
1000370,2021-03-03,179850,179850,0,1,15617,"GGOEAFKQ020399","PM02","ELEC10","Clicked",""
1000371,2021-02-08,179850,179850,0,1,15618,"GGOEAFKQ020399","PM01","ELEC10","Clicked",""
1000372,2021-10-07,128100,128100,0,1,15619,"GGOEAFKQ020499","PM04","BT10","Not Used",""
1000373,2021-08-21,128100,768600,0,6,15620,"GGOEAFKQ020499","PM04","BT10","Not Used",""
1000374,2021-09-01,128100,128100,0,1,15621,"GGOEAFKQ020499","PM02","BT10","Not Used",""
1000375,2021-04-23,128100,128100,0,1,15622,"GGOEAFKQ020499","PM02","BT10","Not Used",""
1000376,2021-05-12,128100,128100,0,1,15623,"GGOEAFKQ020499","PM01","BT10","Not Used",""
1000377,2021-07-29,128100,384300,0,3,15624,"GGOEAFKQ020499","PM01","BT10","Not Used",""
1000378,2021-01-13,128100,512400,0,4,15625,"GGOEAFKQ020499","PM02","BT10","Not Used",""
1000379,2021-11-30,128100,128100,0,1,15626,"GGOEAFKQ020499","PM01","BT10","Not Used",""
1000380,2021-06-02,254850,484215,12742.5,2,15627,"GGOEAFKQ020599","PM01","ELEC05","Used","5%"
1000381,2021-09-07,254850,484215,12742.5,2,15628,"GGOEAFKQ020599","PM01","ELEC05","Used","5%"
1000382,2021-01-05,254850,1936860,12742.5,8,15629,"GGOEAFKQ020599","PM01","ELEC05","Used","5%"
1000383,2021-04-06,254850,242107.5,12742.5,1,15630,"GGOEAFKQ020599","PM03","ELEC05","Used","5%"
1000384,2021-10-13,254850,242107.5,12742.5,1,15631,"GGOEAFKQ020599","PM04","ELEC05","Used","5%"
1000385,2021-11-16,148350,89010,59340,1,15632,"GGOEWEBB082199","PM04","ELEC40","Used","40%"
1000386,2021-07-17,148350,178020,59340,2,15633,"GGOEWEBB082199","PM04","ELEC40","Used","40%"
1000387,2021-02-27,148350,89010,59340,1,15634,"GGOEWEBB082199","PM02","ELEC40","Used","40%"
1000388,2021-06-07,148350,89010,59340,1,15635,"GGOEWEBB082199","PM03","ELEC40","Used","40%"
1000389,2021-01-29,148350,178020,59340,2,15636,"GGOEWEBB082199","PM02","ELEC40","Used","40%"
1000390,2021-08-07,148350,267030,59340,3,15637,"GGOEWEBB082199","PM03","ELEC40","Used","40%"
1000391,2021-12-07,148350,89010,59340,1,15638,"GGOEWEBB082199","PM01","ELEC40","Used","40%"
1000392,2021-05-31,148350,89010,59340,1,15639,"GGOEWEBB082199","PM01","ELEC40","Used","40%"
1000393,2021-01-15,148350,445050,59340,5,15640,"GGOEWEBB082199","PM01","ELEC40","Used","40%"
1000394,2021-02-17,370350,518490,111105,2,15641,"GGOEYDHJ056029","PM01","ELEC30","Used","30%"
1000395,2021-08-29,149850,149850,0,1,15642,"GGOEYDHJ056039","PM01","ELEC10","Clicked",""
1000129,2021-03-21,239850,479700,0,2,16218,"GGOEWEBB082299","PM04","ELEC10","Clicked",""
1000130,2021-04-01,594000,594000,0,1,16219,"GGOEWEBB082399","PM01","ELEC10","Not Used",""
1000131,2021-03-19,594000,594000,0,1,16220,"GGOEWEBB082399","PM04","ELEC10","Clicked",""
1000132,2021-10-20,594000,594000,0,1,16221,"GGOEWEBB082399","PM03","ELEC10","Clicked",""
1000133,2021-09-11,594000,594000,0,1,16222,"GGOEWEBB082399","PM01","ELEC10","Not Used",""
1000134,2021-06-01,594000,594000,0,1,16223,"GGOEWEBB082399","PM01","ELEC10","Clicked",""
1000135,2021-01-03,594000,594000,0,1,16224,"GGOEWEBB082399","PM03","ELEC10","Not Used",""
1000136,2021-03-12,594000,594000,0,1,16225,"GGOEWEBB082399","PM01","ELEC10","Clicked",""
1000137,2021-04-22,594000,3564000,0,6,16226,"GGOEWEBB082399","PM04","ELEC10","Clicked",""
1000138,2021-12-12,594000,4158000,0,7,16227,"GGOEWEBB082399","PM04","ELEC10","Not Used",""
1000139,2021-07-23,594000,594000,0,1,16228,"GGOEWEBB082399","PM02","ELEC10","Clicked",""
1000140,2021-06-17,594000,594000,0,1,16229,"GGOEWEBB082399","PM03","ELEC10","Clicked",""
1000141,2021-03-25,55350,55350,0,1,16230,"GGOEWEBB082499","PM02","ELEC10","Clicked",""
1000142,2021-02-20,55350,166050,0,3,16231,"GGOEWEBB082499","PM03","ELEC10","Clicked",""
1000143,2021-03-07,374850,674730,37485,2,16232,"GGOEAAAJ032445","PM03","ELEC10","Used","10%"
1000144,2021-02-26,55350,55350,0,1,16233,"GGOEWEBB082499","PM04","ELEC10","Not Used",""
1000145,2021-12-14,55350,110700,0,2,16234,"GGOEWEBB082499","PM03","ELEC10","Clicked",""
1000146,2021-01-22,55350,55350,0,1,16235,"GGOEWEBB082499","PM02","ELEC10","Not Used",""
1000147,2021-02-14,23850,23850,0,1,16236,"GGOEWEBB082599","PM02","ELEC10","Clicked",""
1000148,2021-05-11,23850,47700,0,2,16237,"GGOEWEBB082599","PM02","ELEC10","Not Used",""
1000149,2021-06-22,23850,23850,0,1,16238,"GGOEWEBB082599","PM01","ELEC10","Clicked",""
1000150,2021-07-23,23850,119250,0,5,16239,"GGOEWEBB082599","PM02","ELEC10","Not Used",""
1000151,2021-06-04,23850,23850,0,1,16240,"GGOEWEBB082599","PM03","ELEC10","Not Used",""
1000152,2021-09-25,23850,23850,0,1,16241,"GGOEWEBB082599","PM02","ELEC10","Not Used",""
1000153,2021-03-13,23850,190800,0,8,16242,"GGOEWEBB082599","PM01","ELEC10","Not Used",""
1000154,2021-03-06,299850,299850,0,1,16243,"GGOEYDHJ056019","PM03","ELEC10","Clicked",""
1000155,2021-07-29,299850,2098950,0,7,16244,"GGOEYDHJ056019","PM04","ELEC10","Clicked",""
1000156,2021-01-12,299850,299850,0,1,16245,"GGOEYDHJ056019","PM02","ELEC10","Not Used",""
1000157,2021-06-17,299850,2998500,0,10,16246,"GGOEYDHJ056019","PM02","ELEC10","Not Used",""
1000158,2021-09-07,299850,299850,0,1,16247,"GGOEYDHJ056019","PM02","ELEC10","Not Used",""
1000159,2021-04-08,299850,299850,0,1,16248,"GGOEYDHJ056019","PM03","ELEC10","Clicked",""
1000160,2021-01-13,299850,899550,0,3,16249,"GGOEYDHJ056019","PM02","ELEC10","Not Used",""
1000161,2021-01-11,299850,299850,0,1,16250,"GGOEYDHJ056019","PM03","ELEC10","Clicked",""
1000162,2021-09-20,299850,299850,0,1,16251,"GGOEYDHJ056019","PM02","ELEC10","Not Used",""
1000163,2021-02-26,299850,599700,0,2,16252,"GGOEYDHJ056019","PM02","ELEC10","Clicked",""
1000164,2021-02-06,299850,299850,0,1,16253,"GGOEYDHJ056019","PM04","ELEC10","Clicked",""
1000165,2021-08-07,299850,299850,0,1,16254,"GGOEYDHJ056019","PM04","ELEC10","Not Used",""
1000166,2021-10-04,370350,1036980,111105,4,16255,"GGOEYDHJ056029","PM02","ELEC30","Used","30%"
1000167,2021-12-29,370350,259245,111105,1,16256,"GGOEYDHJ056029","PM04","ELEC30","Used","30%"
1000168,2021-07-26,370350,1555470,111105,6,16257,"GGOEYDHJ056029","PM03","ELEC30","Used","30%"
1000169,2021-07-21,370350,259245,111105,1,16258,"GGOEYDHJ056029","PM01","ELEC30","Used","30%"
1000170,2021-02-28,370350,259245,111105,1,16259,"GGOEYDHJ056029","PM03","ELEC30","Used","30%"
1000171,2021-11-11,370350,518490,111105,2,16260,"GGOEYDHJ056029","PM02","ELEC30","Used","30%"
1000172,2021-05-20,370350,259245,111105,1,16261,"GGOEYDHJ056029","PM01","ELEC30","Used","30%"
1000173,2021-11-26,149850,299700,0,2,16262,"GGOEYDHJ056039","PM02","ELEC10","Not Used",""
1000174,2021-03-08,149850,299700,0,2,16263,"GGOEYDHJ056039","PM02","ELEC10","Not Used",""
1000175,2021-11-29,149850,749250,0,5,16264,"GGOEYDHJ056039","PM04","ELEC10","Not Used",""
1000176,2021-01-14,149850,149850,0,1,16265,"GGOEYDHJ056039","PM04","ELEC10","Not Used",""
1000177,2021-11-08,149850,149850,0,1,16266,"GGOEYDHJ056039","PM02","ELEC10","Not Used",""
1000178,2021-06-12,149850,599400,0,4,16267,"GGOEYDHJ056039","PM03","ELEC10","Clicked",""
1000179,2021-12-01,149850,149850,0,1,16268,"GGOEYDHJ056039","PM01","ELEC10","Clicked",""
1000180,2021-03-15,149850,149850,0,1,16269,"GGOEYDHJ056039","PM01","ELEC10","Not Used",""
1000181,2021-03-17,149850,149850,0,1,16270,"GGOEYDHJ056039","PM03","ELEC10","Not Used",""
1000182,2021-02-27,149850,299700,0,2,16271,"GGOEYDHJ056039","PM04","ELEC10","Clicked",""
1000183,2021-06-11,149850,149850,0,1,16272,"GGOEYDHJ056039","PM02","ELEC10","Not Used",""
1000184,2021-06-24,149850,149850,0,1,16273,"GGOEYDHJ056039","PM03","ELEC10","Not Used",""
1000185,2021-11-12,149850,149850,0,1,16274,"GGOEYDHJ056039","PM03","ELEC10","Not Used",""
1000186,2021-12-01,299250,897750,0,3,16275,"GGOEYDHJ056049","PM01","ELEC10","Not Used",""
1000187,2021-12-11,299250,299250,0,1,16276,"GGOEYDHJ056049","PM01","ELEC10","Not Used",""
1000188,2021-02-05,299250,299250,0,1,16277,"GGOEYDHJ056049","PM01","ELEC10","Clicked",""
1000189,2021-03-26,299250,299250,0,1,16278,"GGOEYDHJ056049","PM01","ELEC10","Clicked",""
1000190,2021-12-12,299250,2394000,0,8,16279,"GGOEYDHJ056049","PM04","ELEC10","Clicked",""
1000191,2021-05-03,299250,299250,0,1,16280,"GGOEYDHJ056049","PM04","ELEC10","Not Used",""
1000483,2021-05-10,299250,897750,0,3,17850,"GGOEYDHJ056049","PM01","ELEC10","Not Used",""
1000484,2021-02-20,825000,825000,0,1,17851,"GGOEYDHJ056059","PM01","ELEC10","Not Used",""
1000485,2021-05-23,148350,89010,59340,1,17852,"GGOEWEBB082199","PM04","ELEC40","Used","40%"
1000486,2021-10-03,239850,239850,0,1,17853,"GGOEWEBB082299","PM03","ELEC10","Not Used",""
1000487,2021-05-15,374850,11245500,0,30,17854,"GGOEAAAJ032455","PM03","OFF20","Clicked",""
1000488,2021-02-01,374850,749700,0,2,17855,"GGOEAAAJ032455","PM03","OFF20","Not Used",""
1000489,2021-07-22,374850,374850,0,1,17856,"GGOEAAAJ032455","PM01","OFF20","Not Used",""
1000490,2021-06-19,374850,374850,0,1,17857,"GGOEAAAJ032455","PM03","OFF20","Clicked",""
1000491,2021-03-30,374850,374850,0,1,17858,"GGOEAAAJ032455","PM03","OFF20","Clicked",""
1000474,2021-08-01,374850,1124550,0,3,17859,"GGOEAAAJ032455","PM02","OFF20","Not Used",""
1000475,2021-08-13,299850,299850,0,1,17860,"GGOEYDHJ056019","PM01","ELEC10","Not Used",""
1000476,2021-10-23,594000,594000,0,1,17861,"GGOEWEBB082399","PM03","ELEC10","Not Used",""
1000477,2021-11-30,55350,55350,0,1,17862,"GGOEWEBB082499","PM03","ELEC10","Not Used",""
1000478,2021-02-25,23850,23850,0,1,17863,"GGOEWEBB082599","PM03","ELEC10","Not Used",""
1000479,2021-01-08,374850,749700,0,2,17864,"GGOEAAAJ032455","PM01","OFF20","Clicked",""
1000480,2021-10-03,374850,374850,0,1,17865,"GGOEAAAJ032455","PM03","OFF20","Clicked",""
